,DocumentRatingSource,FlownMonth,AgentCode,AgentName,POS,POSCountryName,OriginCode,CargoType,ProductCode,SpecialHandlingCodeList,CommodityCode,ChargeableWeight,Pieces,Revenue,WeightPerPiece,BinnedWeight,BinnedPieces,RevenuePerPiece,RevenueToMean
925,AAAA,SEPTEMBER,GIKIBCB,GIK3WQUDRBDUHOBDM23DWZ23ZWERKMSBKLSW,GWT,PXMYU5OJORUFPJMDKYSQRCHI,GWT,XXX,ZXM,UYK3UNO7ZXM3RLQ,B2320,969.0,1,10537.6,969.0,1,0,10537.6,1268.6774999999998
926,AAAA,SEPTEMBER,GIKIBCB,GIK3WQUDRBDUHOBDM23DWZ23ZWERKMSBKLSW,GWT,PXMYU5OJORUFPJMDKYSQRCHI,GWT,XXX,ZXM,BLU3UNO7UYK3PXI,B2320,900.0,1,9657.8,900.0,1,0,9657.8,-64.72000000000116
927,AAAA,SEPTEMBER,GIKIBCB,GIK3WQUDRBDUHOBDM23DWZ23ZWERKMSBKLSW,GWT,PXMYU5OJORUFPJMDKYSQRCHI,GWT,XXX,ZXM,ZXM3RLQ7UYK,B2320,93.0,3,1019.27,31.0,0,0,339.75666666666666,0.0
928,AAAA,SEPTEMBER,GIKIBCB,GIK3WQUDRBDUHOBDM23DWZ23ZWERKMSBKLSW,GWT,PXMYU5OJORUFPJMDKYSQRCHI,GWT,XXX,ZXM,UYK3UNO7ZXM3RLQ,B2320,918.0,1,9982.99,918.0,1,0,9982.99,714.0674999999992
929,AAAA,SEPTEMBER,GIKIBCB,GIK3WQUDRBDUHOBDM23DWZ23ZWERKMSBKLSW,GWT,PXMYU5OJORUFPJMDKYSQRCHI,GWT,XXX,ZXM,BLU3UNO7UYK3PXI,B2320,900.0,1,9787.24,900.0,1,0,9787.24,64.71999999999935
930,AAAA,SEPTEMBER,GIKIBCB,GIK3WQUDRBDUHOBDM23DWZ23ZWERKMSBKLSW,GWT,PXMYU5OJORUFPJMDKYSQRCHI,GWT,XXX,ZXM,UYK3PXI7ENS3RLQ,B2320,900.0,1,9787.24,900.0,1,0,9787.24,494.84499999999935
931,AAAA,SEPTEMBER,GIKIBCB,GIK3WQUDRBDUHOBDM23DWZ23ZWERKMSBKLSW,GWT,PXMYU5OJORUFPJMDKYSQRCHI,GWT,XXX,ZXM,UYK3PXI7ENS3RLQ,B2320,1422.0,1,15463.84,1422.0,2,0,15463.84,59.150000000001455
932,AACC,OCTOBER  ,GIKIBCB,GIK3WQUDRBDUHOBDM23DWZ23ZWERKMSBKLSW,ZYL,PXMYU5OJORUFPJMDKYSQRCHI,ZYL,ZZZ,XGS,BLU3UNO7XGS,B2320,1392.0,1,19355.74,1392.0,2,0,19355.74,0.0
933,AACC,NOVEMBER ,GIKIBCB,GIK3WQUDRBDUHOBDM23DWZ23ZWERKMSBKLSW,ZYL,PXMYU5OJORUFPJMDKYSQRCHI,ZYL,ZZZ,XGS,BLU3NGO7ENS,B2320,957.0,1,13691.25,957.0,1,0,13691.25,0.0
934,AACC,OCTOBER  ,GIKIBCB,GIK3WQUDRBDUHOBDM23DWZ23ZWERKMSBKLSW,ZYL,PXMYU5OJORUFPJMDKYSQRCHI,ZYL,ZZZ,XGS,ENS3NGO7BLU,B2320,654.0,1,9528.28,654.0,1,0,9528.28,0.0
935,AACC,NOVEMBER ,GIKIBCB,GIK3WQUDRBDUHOBDM23DWZ23ZWERKMSBKLSW,ZYL,PXMYU5OJORUFPJMDKYSQRCHI,ZYL,ZZZ,DLJ,BLU,B2345,1119.0,1,10910.52,1119.0,2,0,10910.52,0.0
936,AACC,OCTOBER  ,GIKIBCB,GIK3WQUDRBDUHOBDM23DWZ23ZWERKMSBKLSW,ZYL,PXMYU5OJORUFPJMDKYSQRCHI,ZYL,ZZZ,XGS,ENS3NGO7BLU,B2320,1128.0,1,15684.82,1128.0,2,0,15684.82,0.0
937,AACC,NOVEMBER ,GIKIBCB,GIK3WQUDRBDUHOBDM23DWZ23ZWERKMSBKLSW,ZYL,PXMYU5OJORUFPJMDKYSQRCHI,ZYL,ZZZ,XGS,BLU3UNO7XGS,B2320,1344.0,1,19227.84,1344.0,2,0,19227.84,0.0
938,AAAA,SEPTEMBER,GIKIBCB,GIK3WQUDRBDUHOBDM23DWZ23ZWERKMSBKLSW,GWT,PXMYU5OJORUFPJMDKYSQRCHI,GWT,XXX,ZXM,UYK3PXI7ENS3RLQ,B2320,1590.0,1,17780.81,1590.0,2,0,17780.81,2376.1200000000026
939,AAAA,OCTOBER  ,PBKSSPU,PBK3GHSUIQHT2LHGTJYDDMKEH,JUS,JJDYNLOCWWHFYNHXB,JUS,ZZZ,DLJ,RWCBA,5627,2667.0,154,1769.11,17.318181818181817,0,2,11.487727272727271,-1.3564030554655186
940,AAAA,SEPTEMBER,PBKSSPU,PBK3GHSUIQHT2LHGTJYDDMKEH,JUS,JJDYNLOCWWHFYNHXB,JUS,ZZZ,DLJ,RWCBA,5627,27.0,4,80.56,6.75,0,0,20.14,-6.050000000000001
941,AAAA,SEPTEMBER,PBKSSPU,PBK3GHSUIQHT2LHGTJYDDMKEH,JUS,JJDYNLOCWWHFYNHXB,JUS,ZZZ,DLJ,BJO,5627,4626.0,206,3068.58,22.45631067961165,0,2,14.896019417475728,1.6997590885660472
942,AACC,OCTOBER  ,GFAEOIS,GFAEOXY2TFDORIH0T2A4VLXPOOMDT,IHK,CASSPNQEVIFUNUSXQN,IHK,ZZZ,DLJ,RWCBA,B2303,63.0,3,96.97,21.0,0,0,32.32333333333333,2.7366666666666646
943,AACC,OCTOBER  ,GFAEOIS,GFAEOXY2TFDORIH0T2A4VLXPOOMDT,IHK,CASSPNQEVIFUNUSXQN,IHK,ZZZ,DLJ,RWCBA,B2303,97.5,4,107.4,24.375,0,0,26.85,-2.7366666666666646
944,YYYY,NOVEMBER ,GFAEOIS,GFAEOXY2TFDORIH0T2A4VLXPOOMDT,IHK,CASSPNQEVIFUNUSXQN,IHK,ZZZ,DLJ,ENS,B2303,471.0,1,217.35,471.0,1,0,217.35,0.0
945,AAAA,OCTOBER  ,TVZLWIS,TVZLWWBHR4DOC3GHB2IBWMRKMSBKLSW,MJJ,CASSPNQEVIFUNUSXQN,ZMY,ZZZ,DLJ,ENS,5343,720.0,2,352.57,360.0,1,0,176.285,0.0
946,ZZZZ,SEPTEMBER,GBMZORN,GBMZOV1ZEWVLXPOOMDT,JLL,LVSSPJMDKYSQRCHI,JLL,ZZZ,DLJ,SJD,9159,33.0,1,97.685,33.0,0,0,97.685,-3.6225000000000023
947,ZZZZ,SEPTEMBER,GBMZORN,GBMZOV1ZEWVLXPOOMDT,JLL,LVSSPJMDKYSQRCHI,JLL,ZZZ,DLJ,SJD,9159,36.0,1,104.93,36.0,0,0,104.93,3.6225000000000023
948,AAAA,NOVEMBER ,WOSWCDF,WOS3SAQQEGV1VOFOEVIRHTJYDDMKEH,XXX,RWAYRM6EOJT3RVWVXCWXPJMDKYSQRCHI,XXX,XXX,ZXM,ZXM,B2320,570.0,26,1615.0,21.923076923076923,0,2,62.11538461538461,0.0
949,AAAA,NOVEMBER ,WOSWCDF,WOS3SAQQEGV1VOFOEVIRHTJYDDMKEH,XXX,RWAYRM6EOJT3RVWVXCWXPJMDKYSQRCHI,XXX,XXX,ZXM,BLU3PXI,B2320,561.0,30,1589.5,18.7,0,2,52.983333333333334,-14.674772354082691
950,AAAA,SEPTEMBER,LQRGFLF,LQR3UUPTPOJF2SSUWHCSV1KTRVLXPOOMDT,ADT,FAWQNWRGXHRSCJZIQCW,ADT,ZZZ,MGK,MNK3PXZ,1536,567.0,7,251.37,81.0,0,1,35.910000000000004,1.7510154320987752
951,AAAA,SEPTEMBER,LQRGFLF,LQR3UUPTPOJF2SSUWHCSV1KTRVLXPOOMDT,ADT,FAWQNWRGXHRSCJZIQCW,ADT,ZZZ,MGK,MNK3PXZ,1536,405.0,5,175.5,81.0,0,1,35.1,0.9410154320987729
952,AAAA,SEPTEMBER,LQRGFLF,LQR3UUPTPOJF2SSUWHCSV1KTRVLXPOOMDT,ADT,FAWQNWRGXHRSCJZIQCW,ADT,ZZZ,MGK,MNK3PXZ,1536,405.0,5,175.5,81.0,0,1,35.1,0.9410154320987729
953,AAAA,SEPTEMBER,LQRGFLF,LQR3UUPTPOJF2SSUWHCSV1KTRVLXPOOMDT,ADT,FAWQNWRGXHRSCJZIQCW,ADT,ZZZ,MGK,MNK3PXZ,1536,405.0,5,179.55,81.0,0,1,35.910000000000004,1.7510154320987752
954,AACC,NOVEMBER ,QJFHHLF,QJFHHOJME4DJQ3SAQQEGVTJYDDMKEH,ADT,FAWQNWRGXHRSCJZIQCW,ADT,ZZZ,DLJ,RWCBA,7735,93.0,1,97.34,93.0,0,0,97.34,0.0
955,AAAA,SEPTEMBER,LQRGFLF,LQR3UUPTPOJF2SSUWHCSV1KTRVLXPOOMDT,ADT,FAWQNWRGXHRSCJZIQCW,ADT,ZZZ,MGK,ZXD3CNG,1536,486.0,6,215.46,81.0,0,1,35.910000000000004,2.8276518761800844
956,AAAA,SEPTEMBER,LQRGFLF,LQR3UUPTPOJF2SSUWHCSV1KTRVLXPOOMDT,ADT,FAWQNWRGXHRSCJZIQCW,ADT,ZZZ,MGK,MNK3PXZ,1536,405.0,5,179.55,81.0,0,1,35.910000000000004,1.7510154320987752
957,AAAA,NOVEMBER ,WOSWCDF,WOS3SAQQEGV1VOFOEVIRHTJYDDMKEH,XXX,RWAYRM6EOJT3RVWVXCWXPJMDKYSQRCHI,XXX,XXX,ZXM,ZXM3RLQ,B2320,201.0,7,569.5,28.714285714285715,0,1,81.35714285714286,4.882817460317469
958,AABB,SEPTEMBER,VBUI7LU,VBUIBR1CEZ0CDNS0TOAGNZOAZOFS,SLW,FCSQLLOCWWHFYNHXB,SLW,ZZZ,DLJ,ENS,B2303,840.0,1,308.0,840.0,1,0,308.0,-12.225000000000023
959,AABB,SEPTEMBER,UJELOLU,UJE3ZLOD3WWBKY4VQZSYBQZLZHU,OXE,FCSQLLOCWWHFYNHXB,CLG,ZZZ,DLJ,RWCBA,B2303,2067.0,6,824.13,344.5,1,1,137.355,28.249722222222218
960,AABB,OCTOBER  ,VBUI7LU,VBUIBR1CEZ0CDNS0TOAGNZOAZOFS,CUJ,FCSQLLOCWWHFYNHXB,CUJ,ZZZ,DLJ,BUA3RJD,B2303,111.0,3,141.04,37.0,0,0,47.01333333333333,0.0
961,AAAA,SEPTEMBER,FBQGGLU,FBQGC0TZLSV1ZNR0MNGWVUHCG0TQLGNZOAZOFS,CUJ,FCSQLLOCWWHFYNHXB,CUJ,ZZZ,DLJ,RWCBA,B2303,7329.0,112,2035.02,65.4375,0,2,18.169821428571428,3.798971310027005
962,AAAA,OCTOBER  ,DAKOUDF,DA2LCJJRTWFTRKMSBKLSW,XXX,RWAYRM6EOJT3RVWVXCWXPJMDKYSQRCHI,XXX,ZZZ,DLJ,BUA3RLQ7ENS3TLF7BJH,B2305,1164.0,2,1843.0,582.0,1,0,921.5,0.0
963,AACC,NOVEMBER ,DAKOUDF,DA2LCJJRTWFTRKMSBKLSW,XXX,RWAYRM6EOJT3RVWVXCWXPJMDKYSQRCHI,XXX,ZZZ,DLJ,BLU3RUW7DLJ3RJD,B2305,177.0,1,383.5,177.0,1,0,383.5,0.0
964,AAAA,SEPTEMBER,DQKGZDF,DQK3UOPAAZ0MNGWVUHCG0MKCGNZOAZOFS,XXX,RWAYRM6EOJT3RVWVXCWXPJMDKYSQRCHI,XXX,ZZZ,DLJ,ENS3RLQ7BUA3RJD,B2305,675.0,1,1181.25,675.0,1,0,1181.25,0.0
965,AAAA,OCTOBER  ,VDGEBDU,VDGEBNFQ3OQE2CC0BFSYBQZLZHU,PIY,XDKYEROGXHRSCJZIQCW,SRW,ZZZ,DLJ,RWCBA,B2345,114.0,1,64.22,114.0,1,0,64.22,0.0
966,AAAA,NOVEMBER ,JFARIDU,JFARIHEDR4ZFHSG0HLBVVLXPOOMDT,IWR,XDKYEROGXHRSCJZIQCW,IWR,ZZZ,DLJ,ENS3RLQ,B2303,534.0,1,182.45,534.0,1,0,182.45,-13.544999999999987
967,AAAA,NOVEMBER ,JFARIDU,JFARIHEDR4ZFHSG0HLBVVLXPOOMDT,IWR,XDKYEROGXHRSCJZIQCW,IWR,ZZZ,DLJ,ENS3RLQ,B2303,516.0,1,176.3,516.0,1,0,176.3,-19.694999999999965
968,AAAA,NOVEMBER ,JFARIDU,JFARIHEDR4ZFHSG0HLBVVLXPOOMDT,IWR,XDKYEROGXHRSCJZIQCW,IWR,ZZZ,DLJ,ENS3RLQ,B2303,1029.0,2,351.57,514.5,1,0,175.785,-20.20999999999998
969,AACC,NOVEMBER ,VDGEBDU,VDGEBNFQ3OQE2CC0BFSYBQZLZHU,SRW,XDKYEROGXHRSCJZIQCW,SRW,ZZZ,DLJ,OOY,B2308,88.5,4,70.51,22.125,0,0,17.6275,0.0
970,AAAA,NOVEMBER ,VDGEBDU,VDGEBNFQ3OQE2CC0BFSYBQZLZHU,PIY,XDKYEROGXHRSCJZIQCW,SRW,ZZZ,DLJ,RWCBA,B2345,375.0,1,211.25,375.0,1,0,211.25,0.0
971,AACC,SEPTEMBER,VDGEBDU,VDGEBNFQ3OQE2CC0BFSYBQZLZHU,SRW,XDKYEROGXHRSCJZIQCW,SRW,ZZZ,XGK,MRD3PXZ,B2443,2016.0,7,1142.4,288.0,1,1,163.20000000000002,0.0
972,AACC,SEPTEMBER,VDGEBDU,VDGEBNFQ3OQE2CC0BFSYBQZLZHU,SRW,XDKYEROGXHRSCJZIQCW,SRW,ZZZ,DLJ,FLW,B2345,684.0,2,421.8,342.0,1,0,210.9,0.0
973,AACC,SEPTEMBER,WSZIFFI,WSZNGLU2AWU1RA4VLXPOOMDT,DES,PFAYMNFPXWVHNHNRMJDJGCS,DES,ZZZ,DLJ,RWCBA,2790,78.0,2,156.8,39.0,0,0,78.4,0.0
974,AACC,OCTOBER  ,VFZB6JC,VFZBCXSME4IPQWOUEHNU0MSD4VLXPOOMDT,YQP,RWAYRM6OFWYIBVQEVIFUNUSXQN,YQP,ZZZ,DLJ,OVV,B2308,294.0,2,242.13,147.0,1,0,121.065,0.0
975,AACC,NOVEMBER ,VFZB6JC,VFZBCXSME4IPQWOUEHNU0MSD4VLXPOOMDT,YQP,RWAYRM6OFWYIBVQEVIFUNUSXQN,YQP,ZZZ,DLJ,OVV,B2308,18.0,1,77.41,18.0,0,0,77.41,0.0
976,YYYY,OCTOBER  ,SBMAZES,SBMAZSJMA4OUCAGNZOAZOFS,ORG,YASEVUQEVIFUNUSXQN,DRY,ZZZ,DLJ,ENS3RJH,B2303,2310.0,2,962.5,1155.0,2,0,481.25,0.0
977,AACC,SEPTEMBER,IPQBSOL,IPQBSV1ZIF0TDRJLDDS4SWS3ZWERKMSBKLSW,ZVT,PAAQNWYEZJQEAYOPBCLJ,ZVT,ZZZ,DLJ,IQG,0226,6.0,1,3005.5,6.0,0,0,3005.5,-1.0
978,AACC,SEPTEMBER,IPQBSOL,IPQBSV1ZIF0TDRJLDDS4SWS3ZWERKMSBKLSW,ZVT,PAAQNWYEZJQEAYOPBCLJ,ZVT,ZZZ,DLJ,IQG,0226,6.0,1,3007.0,6.0,0,0,3007.0,0.5
979,AACC,SEPTEMBER,IPQBSOL,IPQBSV1ZIF0TDRJLDDS4SWS3ZWERKMSBKLSW,ZVT,PAAQNWYEZJQEAYOPBCLJ,ZVT,ZZZ,DLJ,IQG,0226,6.0,1,3007.0,6.0,0,0,3007.0,0.5
980,AACC,OCTOBER  ,IPQBSOL,IPQBSV1ZIF0TDRJLDDS4SWS3ZWERKMSBKLSW,ZVT,PAAQNWYEZJQEAYOPBCLJ,ZVT,ZZZ,DLJ,IQG,0226,6.0,1,3021.0,6.0,0,0,3021.0,0.0
981,AAAA,OCTOBER  ,TVZLWIS,TVZLWWBHR4DOC3GHB2IBWMRKMSBKLSW,QUK,CASSPNQEVIFUNUSXQN,QUK,ZZZ,DLJ,RWCBA,B2303,721.5,7,297.98,103.07142857142857,1,1,42.56857142857143,0.0
982,AAAA,NOVEMBER ,TVZLWIS,TVZLWWBHR4DOC3GHB2IBWMRKMSBKLSW,QUK,CASSPNQEVIFUNUSXQN,QUK,ZZZ,DLJ,RWCBA,B2303,753.0,10,310.68,75.3,0,1,31.068,0.0
983,AACC,NOVEMBER ,OPFAAIS,OPFAAHSRKMSBKLSW,MJJ,CASSPNQEVIFUNUSXQN,ZMY,ZZZ,XGS,XGS,B2303,432.0,6,517.61,72.0,0,1,86.26833333333333,0.0
984,AAAA,SEPTEMBER,IMXTFIS,IMXTFDORSYBQZLZHU,KLW,CASSPNQEVIFUNUSXQN,KLW,ZZZ,DLJ,RWCBA,7736,213.0,12,200.09,17.75,0,1,16.674166666666668,0.0
985,AAAA,SEPTEMBER,IMXTFIS,IMXTFDORSYBQZLZHU,KLW,CASSPNQEVIFUNUSXQN,KLW,ZZZ,XGK,MRD3PXZ,B2443,709.5,2,465.79,354.75,1,0,232.895,0.0
986,AAAA,SEPTEMBER,IMXTFIS,IMXTFDORSYBQZLZHU,KLW,CASSPNQEVIFUNUSXQN,KLW,ZZZ,XGK,MRD3PXZ7BVV,B2443,2016.0,4,1317.26,504.0,1,0,329.315,0.0
987,AAAA,OCTOBER  ,IMXTFIS,IMXTFDORSYBQZLZHU,KLW,CASSPNQEVIFUNUSXQN,KLW,ZZZ,XGK,ZXD3CRZ,B2443,1420.5,4,961.39,355.125,1,0,240.3475,0.0
988,YYYY,OCTOBER  ,IMXTFIS,IMXTFDORSYBQZLZHU,KLW,CASSPNQEVIFUNUSXQN,KLW,ZZZ,DLJ,YDH,0734,2031.0,1,869.01,2031.0,2,0,869.01,0.0
989,AACC,OCTOBER  ,IMXTFIS,IMXTFDORSYBQZLZHU,KLW,CASSPNQEVIFUNUSXQN,KLW,ZZZ,DLJ,OOD,7284,30.0,2,106.97,15.0,0,0,53.485,0.0
990,YYYY,SEPTEMBER,VDGEBIS,VDGEBNFQ3GDTJYDDMKEH,JAK,CASSPNQEVIFUNUSXQN,JAK,ZZZ,DLJ,OOD3UNO,B2303,993.0,1,450.14,993.0,1,0,450.14,0.0
991,YYYY,OCTOBER  ,ISZCVIS,ISZCVW1EROQDD3GDTJYDDMKEH,IHK,CASSPNQEVIFUNUSXQN,IHK,ZZZ,DLJ,BUA,B2303,1860.0,3,809.45,620.0,1,0,269.81666666666666,0.0
992,AACC,OCTOBER  ,HYOERIS,HYOERLUNRG0JMTSUOZTWROZLGNZOAZOFS,QUK,CASSPNQEVIFUNUSXQN,QUK,ZZZ,XGS,ENS3NGO,B2303,2065.5,1,2010.51,2065.5,2,0,2010.51,0.0
993,AAAA,SEPTEMBER,GIKIBCB,GIK3WQUDRBDUHOBDM23DWZ23ZWERKMSBKLSW,GWT,PXMYU5OJORUFPJMDKYSQRCHI,GWT,XXX,ZXM,UYK3UNO7ZXM3RLQ,B2320,630.0,1,7045.23,630.0,1,0,7045.23,-2223.692500000001
994,AAAA,OCTOBER  ,GIKIBCB,GIK3WQUDRBDUHOBDM23DWZ23ZWERKMSBKLSW,GWT,PXMYU5OJORUFPJMDKYSQRCHI,GWT,XXX,ZXM,ENS3KYG7BLU3PXI,B2320,1299.0,1,14611.13,1299.0,2,0,14611.13,0.0
995,AAAA,SEPTEMBER,GIKIBCB,GIK3WQUDRBDUHOBDM23DWZ23ZWERKMSBKLSW,GWT,PXMYU5OJORUFPJMDKYSQRCHI,GWT,XXX,ZXM,UYK3PXI7ENS3RLQ,B2320,723.0,1,8085.23,723.0,1,0,8085.23,-1207.1650000000009
996,AAAA,SEPTEMBER,GIKIBCB,GIK3WQUDRBDUHOBDM23DWZ23ZWERKMSBKLSW,GWT,PXMYU5OJORUFPJMDKYSQRCHI,GWT,XXX,ZXM,UYK3UNO7ZXM3RLQ,B2320,1062.0,1,11876.24,1062.0,2,0,11876.24,0.0
997,AAAA,OCTOBER  ,GIKIBCB,GIK3WQUDRBDUHOBDM23DWZ23ZWERKMSBKLSW,GWT,PXMYU5OJORUFPJMDKYSQRCHI,GWT,XXX,ZXM,UYK3PXI7ENS3RLQ,B2320,948.0,1,10663.09,948.0,1,0,10663.09,1459.4950000000008
998,AAAA,OCTOBER  ,GIKIBCB,GIK3WQUDRBDUHOBDM23DWZ23ZWERKMSBKLSW,GWT,PXMYU5OJORUFPJMDKYSQRCHI,GWT,XXX,ZXM,UYK3PXI7BLU,B2320,900.0,1,10123.18,900.0,1,0,10123.18,0.0
999,AAAA,OCTOBER  ,GIKIBCB,GIK3WQUDRBDUHOBDM23DWZ23ZWERKMSBKLSW,GWT,PXMYU5OJORUFPJMDKYSQRCHI,GWT,XXX,ZXM,UYK3PXI7ENS3RLQ,B2320,1593.0,1,17918.04,1593.0,2,0,17918.04,-286.8224999999984
1000,AAAA,OCTOBER  ,GIKIBCB,GIK3WQUDRBDUHOBDM23DWZ23ZWERKMSBKLSW,GWT,PXMYU5OJORUFPJMDKYSQRCHI,GWT,XXX,ZXM,UYK3PXI7BLU,B2320,93.0,3,996.38,31.0,0,0,332.12666666666667,-11.531999999999925
1001,AAAA,OCTOBER  ,GIKIBCB,GIK3WQUDRBDUHOBDM23DWZ23ZWERKMSBKLSW,GWT,PXMYU5OJORUFPJMDKYSQRCHI,GWT,XXX,ZXM,ZXM3KYG7BLU3UNO,B2320,900.0,1,10123.18,900.0,1,0,10123.18,0.0
1002,AAAA,OCTOBER  ,GIKIBCB,GIK3WQUDRBDUHOBDM23DWZ23ZWERKMSBKLSW,GWT,PXMYU5OJORUFPJMDKYSQRCHI,GWT,XXX,ZXM,UYK3PXI7BLU,B2320,900.0,1,10123.18,900.0,1,0,10123.18,0.0
1003,AAAA,OCTOBER  ,GIKIBCB,GIK3WQUDRBDUHOBDM23DWZ23ZWERKMSBKLSW,GWT,PXMYU5OJORUFPJMDKYSQRCHI,GWT,XXX,ZXM,UYK3PXI7ENS3RLQ,B2320,1500.0,1,16871.97,1500.0,2,0,16871.97,-1332.892499999998
1004,AAAA,OCTOBER  ,GIKIBCB,GIK3WQUDRBDUHOBDM23DWZ23ZWERKMSBKLSW,GWT,PXMYU5OJORUFPJMDKYSQRCHI,GWT,XXX,ZXM,UYK3PXI7ENS3RLQ,B2320,900.0,1,9937.19,900.0,1,0,9937.19,733.5950000000012
1005,AAAA,NOVEMBER ,XQRCCDF,XQR3OLS2CCXSHEFV1NF4DNDRWFB2LHGTJYDDMKEH,XXX,RWAYRM6EOJT3RVWVXCWXPJMDKYSQRCHI,XXX,XXX,ZXM,BLU3PXI,B2320,15.0,1,222.5,15.0,0,0,222.5,83.25
1006,AACC,SEPTEMBER,QBSUFFI,DHHLWWZ2LCJJRTWFT2AUVLXPOOMDT,DES,PFAYMNFPXWVHNHNRMJDJGCS,DES,ZZZ,DLJ,BLU,0298,63.0,1,155.0,63.0,0,0,155.0,0.0
1007,AACC,SEPTEMBER,QBSUFFI,DHHLWWZ2LCJJRTWFT2AUVLXPOOMDT,DES,PFAYMNFPXWVHNHNRMJDJGCS,DES,ZZZ,DLJ,BLU,B2303,4.5,1,155.0,4.5,0,0,155.0,0.0
1008,AACC,SEPTEMBER,QBSUFFI,DHHLWWZ2LCJJRTWFT2AUVLXPOOMDT,DES,PFAYMNFPXWVHNHNRMJDJGCS,DES,ZZZ,DLJ,BLU,0857,420.0,1,254.8,420.0,1,0,254.8,0.0
1009,AACC,NOVEMBER ,ESHNYFI,ESHNYV1RWWWADRZDOCSYBQZLZHU,DES,PFAYMNFPXWVHNHNRMJDJGCS,DES,ZZZ,SJD,BLU3RJK7SJD,B2319,9.0,1,240.6,9.0,0,0,240.6,0.0
1010,AACC,NOVEMBER ,ESHNYFI,ESHNYV1RWWWADRZDOCSYBQZLZHU,DES,PFAYMNFPXWVHNHNRMJDJGCS,DES,ZZZ,SJD,SJD3RLQ,9159,60.0,1,244.0,60.0,0,0,244.0,0.0
1011,AACC,NOVEMBER ,ESHNYFI,ESHNYV1RWWWADRZDOCSYBQZLZHU,DES,PFAYMNFPXWVHNHNRMJDJGCS,DES,ZZZ,SJD,BLU3IJZ,B2319,16.5,2,241.1,8.25,0,0,120.55,0.0
1012,AACC,SEPTEMBER,ESHNYFI,ESHNYV1RWWWADRZDOCSYBQZLZHU,DES,PFAYMNFPXWVHNHNRMJDJGCS,DES,ZZZ,DLJ,SJD3RJK7BLU,ZZZ,108.0,3,111.6,36.0,0,0,37.199999999999996,0.0
1013,AACC,SEPTEMBER,ESHNYFI,ESHNYV1RWWWADRZDOCSYBQZLZHU,DES,PFAYMNFPXWVHNHNRMJDJGCS,DES,ZZZ,DLJ,BLU3IJZ7BJO,B2303,88.5,3,161.45,29.5,0,0,53.81666666666666,0.0
1014,ZZZZ,SEPTEMBER,SXBTFNX,DHHLWWZ2LCJJRTWFTRKMSBKLSW,HFA,HDOFVCQEVIFUNUSXQN,HFA,ZZZ,MGK,BJL3VLS7CAG,B2455,135.0,1,116.09,135.0,1,0,116.09,0.0
1015,AACC,NOVEMBER ,FMNVSCB,WPKL4JSNUD0GNRKDSCIBJ1RA4SUX3ZWERKMSBKLSW,ADJ,PXMYU5OJORUFPJMDKYSQRCHI,ADJ,ZZZ,DLJ,RWCBA,B2303,133.5,2,1909.91,66.75,0,0,954.955,0.0
1016,YYYY,OCTOBER  ,PBQCCES,PBQCCV1CEGSBBHCV1ZDIDODIFRT2LHGBRKMSBKLSW,JJG,YASEVUQEVIFUNUSXQN,JJG,ZZZ,DLJ,XEA3PAH,2258,540.0,9,1197.0,60.0,0,1,133.0,-16.625
1017,AACC,NOVEMBER ,LCDRZSU,LCDRC0MNGWVUHCO0F2TFDORIHRT2LRDTJYDDMKEH,IRK,MXJYHPOPZJQEAYOPBCLJ,IRK,ZZZ,DLJ,RWCBA,B2345,30.0,1,46.4,30.0,0,0,46.4,0.8399999999999963
1018,AACC,SEPTEMBER,JTKIZSU,J1RLW0MNGWVUHCCV1HNHHHQARRT2LRDTJYDDMKEH,IRK,MXJYHPOPZJQEAYOPBCLJ,IRK,ZZZ,DLJ,RWCBA,B2303,73.5,2,50.23,36.75,0,0,25.115,0.0
1019,AAAA,SEPTEMBER,DJQCDJC,DJQ3QDSFO4SBQTBHSRSYBQZLZHU,IXF,RWAYRM6OFWYIBVQEVIFUNUSXQN,IQJ,XXX,RLT,RLT,B2321,30.0,1,21.0,30.0,0,0,21.0,-1.1500000000000021
1020,AAAA,SEPTEMBER,DJQCDJC,DJQ3QDSFO4SBQTBHSRSYBQZLZHU,IXF,RWAYRM6OFWYIBVQEVIFUNUSXQN,IQJ,XXX,RLT,RLT,B2321,63.0,1,25.2,63.0,0,0,25.2,3.049999999999997
1021,AAAA,SEPTEMBER,DJQCDJC,DJQ3QDSFO4SBQTBHSRSYBQZLZHU,IXF,RWAYRM6OFWYIBVQEVIFUNUSXQN,IQJ,XXX,RLT,RLT,B2321,108.0,2,43.2,54.0,0,0,21.6,-0.5500000000000007
1022,AAAA,SEPTEMBER,DJQCDJC,DJQ3QDSFO4SBQTBHSRSYBQZLZHU,IXF,RWAYRM6OFWYIBVQEVIFUNUSXQN,IQJ,XXX,RLT,RLT,B2321,156.0,3,62.4,52.0,0,0,20.8,-1.3500000000000014
1023,AAAA,OCTOBER  ,WOSWCDF,WOS3SAQQEGV1VOFOEVIRHTJYDDMKEH,XXX,RWAYRM6EOJT3RVWVXCWXPJMDKYSQRCHI,XXX,XXX,RLT,RLT3RLQ,B2322,165.0,5,440.0,33.0,0,1,88.0,17.19642857142857
